date,modal_price,arrivals_mt,price_lag_1,price_lag_3,price_lag_7,price_lag_14,price_lag_30,price_lag_60,rolling_mean_7,rolling_mean_14,rolling_std_7,weekly_arrival_change,day_of_week,month,quarter
2019-03-02,1854.6771176823163,499.1637888875939,1864.631153712564,1864.3767840244368,1852.278837952306,1846.8254705968616,1924.2505745573496,1834.168679695323,1858.9011508476813,1858.0908642458155,11.488624065321948,0.04419816208132166,5,3,1
2019-03-03,1872.9497327318863,497.1448015464318,1854.6771176823163,1869.4790604761329,1836.744559967638,1856.2509228813965,1914.969148174559,1829.9059941285584,1864.0733183854306,1859.2836363779936,7.20092368782701,0.14146455228570232,6,3,1
2019-03-04,1856.3960439178284,511.8679084067691,1872.9497327318863,1864.631153712564,1854.2032733289896,1856.4031930875708,1915.696394448592,1833.9251836802976,1864.3865713266935,1859.2831257230118,6.732454650740911,-0.03986708922637461,0,3,1
2019-03-05,1853.5410069481168,544.0519606380916,1856.3960439178284,1854.6771176823163,1868.19610674169,1866.8817044022223,1917.569349946824,1826.7055504090465,1862.2929856418973,1858.3302187620045,7.576143183489268,-0.17794479156316811,1,3,1
2019-03-06,1854.3842452205397,408.1030878945222,1853.5410069481168,1872.9497327318863,1864.3767840244368,1855.5043244441083,1903.7150672656792,1835.1608114078983,1860.8654800984837,1858.2502131031779,8.044969733094167,-0.2527534473573485,2,3,1
2019-03-07,1870.8966110074125,564.7332685513479,1854.3842452205397,1856.3960439178284,1869.4790604761329,1855.7483978394405,1911.6479213173304,1846.6730078157543,1861.0679873172378,1859.3322283294617,8.311357532644882,-0.10373193056409358,3,3,1
2019-03-08,1879.8624975497728,337.2114061044783,1870.8966110074125,1853.5410069481168,1864.631153712564,1857.896662900606,1921.6131676562964,1852.2066435034808,1863.243893579696,1860.901216518688,10.968648259864175,-0.23748984661922679,4,3,1
2019-03-09,1863.1399998040995,366.4243337493318,1879.8624975497728,1854.3842452205397,1854.6771176823163,1852.278837952306,1914.316521418085,1848.532537635533,1864.4528767399509,1861.677013793816,10.313883285487353,-0.2659236468936923,5,3,1
2019-03-10,1863.1124973937576,713.5626101173231,1863.1399998040995,1870.8966110074125,1872.9497327318863,1836.744559967638,1904.090667915364,1846.4952663551169,1863.0475574059326,1863.5604378956816,9.609307368293203,0.43532147554936973,6,3,1
2019-03-11,1863.3230993774007,448.9879260521124,1863.1124973937576,1879.8624975497728,1856.3960439178284,1854.2032733289896,1901.061054146621,1864.5604284617368,1864.0371367573,1864.2118540419965,9.156155936827693,-0.12284415827195694,0,3,1
2019-03-12,1861.0397160244067,572.9519350986202,1863.3230993774007,1863.1399998040995,1853.5410069481168,1868.19610674169,1901.300005116484,1861.0533240155016,1865.1083809110557,1863.7006832764764,8.101378391536008,0.053119879260490555,1,3,1
2019-03-13,1867.2378070997097,669.8290392426957,1861.0397160244067,1863.1124973937576,1854.3842452205397,1864.3767840244368,1898.6582950173308,1871.5532656900075,1866.9446040366513,1863.9050420675674,6.579252149403387,0.6413231340602323,2,3,1
