date,modal_price,arrivals_mt,price_lag_1,price_lag_3,price_lag_7,price_lag_14,price_lag_30,price_lag_60,rolling_mean_7,rolling_mean_14,rolling_std_7,weekly_arrival_change,day_of_week,month,quarter
2019-03-02,1947.130561591771,489.1379334048429,1954.2845157348052,1954.338471847003,1943.064186553005,1995.9526717344063,1959.952410360116,1934.719396872884,1954.7686179122086,1960.460709106505,6.358499278483947,0.3641644716717738,5,3,1
2019-03-03,1942.6861124766851,382.5090798811368,1947.130561591771,1960.9835774581888,1946.453751697774,1997.4326734163355,1943.1154606805596,1933.2404308318364,1954.2303837377674,1956.5502404679587,7.273297552195523,-0.05474801284637665,6,3,1
2019-03-04,1951.494917801308,452.63521359783385,1942.6861124766851,1954.2845157348052,1963.2032818075168,1980.0103295687609,1943.7498257792377,1937.585633600116,1952.557760308309,1954.5134253417123,6.12088411177471,0.05326585324155553,0,3,1
2019-03-05,1933.8127679311249,465.86187638530913,1951.494917801308,1947.130561591771,1956.9861652484024,1978.522466063044,1953.7223720598204,1933.731216388972,1949.2472749772696,1951.3198754751463,8.942782106972514,-0.31061081501195364,1,3,1
2019-03-06,1925.3379261709815,487.6868980199928,1933.8127679311249,1942.6861124766851,1954.338471847003,1963.219913881925,1957.007436168129,1924.0757958271035,1945.1043398806949,1948.6140192100788,12.2843356023712,0.055849857650855705,2,3,1
2019-03-07,1940.646805520764,592.9970993727916,1925.3379261709815,1951.494917801308,1960.9835774581888,1950.6785272050936,1966.5162949388543,1912.6613771516968,1942.1990867467773,1947.8974676611983,10.116532370931402,0.6830894198370285,3,3,1
2019-03-08,1909.6552167066145,556.0524850202121,1940.646805520764,1933.8127679311249,1954.2845157348052,1950.141505417446,1962.3810974112696,1910.5955401734168,1935.8234725998925,1945.0055898961389,14.390807577462517,0.03326921729433718,4,3,1
2019-03-09,1908.3815181127216,512.5032871629495,1909.6552167066145,1925.3379261709815,1947.130561591771,1943.064186553005,1963.2060557132288,1913.7253436023004,1930.2878949600286,1942.5282564361187,16.59962008775259,0.047768435368450435,5,3,1
2019-03-10,1923.6808496937556,598.610870708125,1908.3815181127216,1940.646805520764,1942.6861124766851,1946.453751697774,1963.3729507696412,1931.735852643862,1927.5728574196103,1940.9016205786888,15.76716826185248,0.5649585910330313,6,3,1
2019-03-11,1942.780715957772,459.0193445398078,1923.6808496937556,1909.6552167066145,1951.494917801308,1963.2032818075168,1945.3580391926585,1935.896651258314,1926.327971441962,1939.4428658751356,13.782763213008383,0.014104362078303012,0,3,1
2019-03-12,1950.774267136074,427.48693325625993,1942.780715957772,1908.3815181127216,1933.8127679311249,1956.9861652484024,1963.2472327044509,1937.8115744807665,1928.7510427569546,1938.999158867112,16.534245488339845,-0.08237407925886964,1,3,1
2019-03-13,1962.4926477165384,530.8738947369527,1950.774267136074,1923.6808496937556,1925.3379261709815,1954.338471847003,1975.2228483729937,1936.81519843692,1934.0588601206057,1939.5816000006503,20.69590824080171,0.08855476104094451,2,3,1
2019-03-14,1953.0065184551763,523.1540260688256,1962.4926477165384,1942.780715957772,1940.646805520764,1960.9835774581888,1984.5071852785045,1933.2415070797244,1935.8245333969503,1939.011810071864,21.846865619605712,-0.1177797891049357,3,3,1
2019-03-15,1944.3419604864048,352.4092667887349,1953.0065184551763,1950.774267136074,1909.6552167066145,1954.2845157348052,1997.3564552753137,1934.5490877690484,1940.779782508349,1938.3016275541208,18.616951040649216,-0.3662302097689122,4,3,1
2019-03-16,1961.483601625429,649.3234362828489,1944.3419604864048,1962.4926477165384,1908.3815181127216,1947.130561591771,1992.687195348061,1931.791465166852,1948.3657944387357,1939.3268446993823,13.26469466558693,0.2669644323206022,5,3,1
2019-03-17,1958.8451962248528,398.1252199385822,1961.483601625429,1953.0065184551763,1923.6808496937556,1942.6861124766851,2000.6449422801927,1928.5429575755545,1953.3892725146068,1940.4810649671083,7.953372327806484,-0.33491815899096344,6,3,1
2019-03-18,1940.074544015945,552.9471988089396,1958.8451962248528,1944.3419604864048,1942.780715957772,1951.494917801308,1995.9526717344063,1936.7507048150808,1953.0026765229172,1939.6653239824393,8.59487362575592,0.20462722407331135,0,3,1
2019-03-19,1944.2586731600943,555.2761677354413,1940.074544015945,1961.483601625429,1950.774267136074,1933.8127679311249,1997.4326734163355,1927.676015384656,1952.0718773834917,1940.4114600702233,9.2074081858423,0.2989313228963124,1,3,1
2019-03-20,1942.3487014401423,191.34005704267952,1944.2586731600943,1958.8451962248528,1962.4926477165384,1925.3379261709815,1980.0103295687609,1925.176810833459,1949.1941707725778,1941.626515446592,8.530704559863551,-0.6395753135733143,2,3,1
2019-03-21,1943.1600186530409,522.7218902427234,1942.3487014401423,1940.074544015945,1953.0065184551763,1940.646805520764,1978.522466063044,1918.3006510418716,1947.7875279437014,1941.8060306703258,8.608755333366176,-0.0008260202628076474,3,3,1
2019-03-22,1919.3472374000576,663.7414519365711,1943.1600186530409,1944.2586731600943,1944.3419604864048,1909.6552167066145,1963.219913881925,1919.4766974838792,1944.2168532170804,1942.4983178627147,13.858776854514558,0.8834392693041075,4,3,1
2019-03-23,1892.8651635981787,428.9871779164706,1919.3472374000576,1942.3487014401423,1961.483601625429,1908.3815181127216,1950.6785272050936,1928.0142949221104,1934.4142192131874,1941.3900068259613,21.674132691753048,-0.3393320586543539,5,3,1
2019-03-24,1895.8907576726024,310.2127844061847,1892.8651635981787,1943.1600186530409,1958.8451962248528,1923.6808496937556,1950.141505417446,1931.5141875682527,1925.4207279914372,1939.405000253022,22.87506804533751,-0.2208160426158371,6,3,1
2019-03-25,1892.85945207512,488.2814768744595,1895.8907576726024,1919.3472374000576,1940.074544015945,1942.780715957772,1943.064186553005,1929.3051829618448,1918.6757148570339,1935.8391956899754,24.720599973869515,-0.11694737232374353,0,3,1
2019-03-26,1888.290827733523,546.6051248870547,1892.85945207512,1892.8651635981787,1944.2586731600943,1950.774267136074,1946.453751697774,1938.70899751325,1910.6803083675236,1931.3760928755073,24.110565850726736,-0.015615730247796056,1,3,1
